Total Calroies : Net Calroies,Calories Gained,Calories Burned,Phone Checks,Calorie Checks,Food App Checks,Food App Orders,Fridge Checks,Fridge Takes,Total Food Eaten,Exercises Done,Quizzes Taken,Books Read,Foods : Calories,Exercises : Calories,Quiz Questions : Results,Book Names : Results
1950 : -50,0,50,0,0,0,0,0,0,0,1,0,0,,treadmill : -50,,
,,,,,,,,,,,,,,,,

